entry_id,period,effective_date,posting_date,debit_account,credit_account,amount_minor,amount,memo,vendor,customer,source_document_id,transaction_id,entry_type,category
JE-HAP-2026-07-3983,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,2444,24.44,security monitoring hosts 2026-07,Timber Components,,HAP-2026-07-3983,HAP-2026-07-3983,historical_ap,volume_opex
JE-HAP-2026-07-3984,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,6055,60.55,usage overage block 2026-07,Ginkgo Systems,,HAP-2026-07-3984,HAP-2026-07-3984,historical_ap,volume_opex
JE-HAP-2026-07-3985,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,1080066,10800.66,premium support 2026-07,Teak Partners,,HAP-2026-07-3985,HAP-2026-07-3985,historical_ap,volume_opex
JE-HAP-2026-07-3986,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,30877,308.77,warehouse consumables 2026-07,Harbor Studio,,HAP-2026-07-3986,HAP-2026-07-3986,historical_ap,volume_opex
JE-HAP-2026-07-3987,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,12088,120.88,security monitoring hosts 2026-07,Timber Supply,,HAP-2026-07-3987,HAP-2026-07-3987,historical_ap,volume_opex
JE-HAP-2026-07-3988,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,1599,15.99,usage overage block 2026-07,Ginkgo Components,,HAP-2026-07-3988,HAP-2026-07-3988,historical_ap,volume_opex
JE-HAP-2026-07-3989,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,540110,5401.1,premium support 2026-07,Teak Systems,,HAP-2026-07-3989,HAP-2026-07-3989,historical_ap,volume_opex
JE-HAP-2026-07-3990,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,19371,193.71,warehouse consumables 2026-07,Harbor Partners,,HAP-2026-07-3990,HAP-2026-07-3990,historical_ap,volume_opex
JE-HAP-2026-07-3991,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,8532,85.32,security monitoring hosts 2026-07,Timber Studio,,HAP-2026-07-3991,HAP-2026-07-3991,historical_ap,volume_opex
JE-HAP-2026-07-3992,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,13643,136.43,usage overage block 2026-07,Ginkgo Supply,,HAP-2026-07-3992,HAP-2026-07-3992,historical_ap,volume_opex
JE-HAP-2026-07-3993,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,1980154,19801.54,premium support 2026-07,Acme Supplies LLC,,HAP-2026-07-3993,HAP-2026-07-3993,historical_ap,volume_opex
JE-HAP-2026-07-3994,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,7865,78.65,warehouse consumables 2026-07,Office Depot,,HAP-2026-07-3994,HAP-2026-07-3994,historical_ap,volume_opex
JE-HAP-2026-07-3995,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,4976,49.76,security monitoring hosts 2026-07,Figma,,HAP-2026-07-3995,HAP-2026-07-3995,historical_ap,volume_opex
JE-HAP-2026-07-3996,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,9187,91.87,usage overage block 2026-07,Cambridge Properties,,HAP-2026-07-3996,HAP-2026-07-3996,historical_ap,volume_opex
JE-HAP-2026-07-3997,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,1440198,14401.98,premium support 2026-07,GitHub,,HAP-2026-07-3997,HAP-2026-07-3997,historical_ap,volume_opex
JE-HAP-2026-07-3998,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,38709,387.09,warehouse consumables 2026-07,Misc Supplies,,HAP-2026-07-3998,HAP-2026-07-3998,historical_ap,volume_opex
JE-HAP-2026-07-3999,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,1420,14.2,security monitoring hosts 2026-07,Okta,,HAP-2026-07-3999,HAP-2026-07-3999,historical_ap,volume_opex
JE-HAP-2026-07-4000,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,4731,47.31,usage overage block 2026-07,Cloudflare,,HAP-2026-07-4000,HAP-2026-07-4000,historical_ap,volume_opex
JE-HAP-2026-07-4001,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,900242,9002.42,premium support 2026-07,Staples Business Advantage,,HAP-2026-07-4001,HAP-2026-07-4001,historical_ap,volume_opex
JE-HAP-2026-07-4002,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,26950,269.5,warehouse consumables 2026-07,Comcast Business,,HAP-2026-07-4002,HAP-2026-07-4002,historical_ap,volume_opex
JE-HAP-2026-07-4003,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,10811,108.11,security monitoring hosts 2026-07,HubSpot,,HAP-2026-07-4003,HAP-2026-07-4003,historical_ap,volume_opex
JE-HAP-2026-07-4004,2026-07,2026-07-21,2026-07-21,6000-Operating,1000-Cash,16522,165.22,usage overage block 2026-07,Palo Alto Networks,,HAP-2026-07-4004,HAP-2026-07-4004,historical_ap,volume_opex
JE-HAP-2026-07-4005,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,7733,77.33,warehouse consumables 2026-07,Zoom Video,,HAP-2026-07-4005,HAP-2026-07-4005,historical_ap,volume_opex
JE-HAP-2026-07-4006,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,4844,48.44,security monitoring hosts 2026-07,Helios Hardware Supply,,HAP-2026-07-4006,HAP-2026-07-4006,historical_ap,volume_opex
JE-HAP-2026-07-4007,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,9055,90.55,usage overage block 2026-07,ADP,,HAP-2026-07-4007,HAP-2026-07-4007,historical_ap,volume_opex
JE-HAP-2026-07-4008,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,1440066,14400.66,premium support 2026-07,CleanRoom Janitorial,,HAP-2026-07-4008,HAP-2026-07-4008,historical_ap,volume_opex
JE-HAP-2026-07-4009,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,38577,385.77,warehouse consumables 2026-07,Adyen NV,,HAP-2026-07-4009,HAP-2026-07-4009,historical_ap,volume_opex
JE-HAP-2026-07-4010,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,1288,12.88,security monitoring hosts 2026-07,Carta,,HAP-2026-07-4010,HAP-2026-07-4010,historical_ap,volume_opex
JE-HAP-2026-07-4011,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,4599,45.99,usage overage block 2026-07,Northwood Supply,,HAP-2026-07-4011,HAP-2026-07-4011,historical_ap,volume_opex
JE-HAP-2026-07-4012,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,900110,9001.1,premium support 2026-07,Beacon Components,,HAP-2026-07-4012,HAP-2026-07-4012,historical_ap,volume_opex
JE-HAP-2026-07-4013,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,27071,270.71,warehouse consumables 2026-07,Nimbus Systems,,HAP-2026-07-4013,HAP-2026-07-4013,historical_ap,volume_opex
JE-HAP-2026-07-4014,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,10932,109.32,security monitoring hosts 2026-07,Alder Partners,,HAP-2026-07-4014,HAP-2026-07-4014,historical_ap,volume_opex
JE-HAP-2026-07-4015,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,16643,166.43,usage overage block 2026-07,Northwood Studio,,HAP-2026-07-4015,HAP-2026-07-4015,historical_ap,volume_opex
JE-HAP-2026-07-4016,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,360154,3601.54,premium support 2026-07,Beacon Supply,,HAP-2026-07-4016,HAP-2026-07-4016,historical_ap,volume_opex
JE-HAP-2026-07-4017,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,15565,155.65,warehouse consumables 2026-07,Nimbus Components,,HAP-2026-07-4017,HAP-2026-07-4017,historical_ap,volume_opex
JE-HAP-2026-07-4018,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,7376,73.76,security monitoring hosts 2026-07,Alder Systems,,HAP-2026-07-4018,HAP-2026-07-4018,historical_ap,volume_opex
JE-HAP-2026-07-4019,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,12187,121.87,usage overage block 2026-07,Northwood Partners,,HAP-2026-07-4019,HAP-2026-07-4019,historical_ap,volume_opex
JE-HAP-2026-07-4020,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,1800198,18001.98,premium support 2026-07,Beacon Studio,,HAP-2026-07-4020,HAP-2026-07-4020,historical_ap,volume_opex
JE-HAP-2026-07-4021,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,4059,40.59,warehouse consumables 2026-07,Nimbus Supply,,HAP-2026-07-4021,HAP-2026-07-4021,historical_ap,volume_opex
JE-HAP-2026-07-4022,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,3820,38.2,security monitoring hosts 2026-07,Alder Components,,HAP-2026-07-4022,HAP-2026-07-4022,historical_ap,volume_opex
JE-HAP-2026-07-4023,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,7731,77.31,usage overage block 2026-07,Northwood Systems,,HAP-2026-07-4023,HAP-2026-07-4023,historical_ap,volume_opex
JE-HAP-2026-07-4024,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,1260242,12602.42,premium support 2026-07,Beacon Partners,,HAP-2026-07-4024,HAP-2026-07-4024,historical_ap,volume_opex
JE-HAP-2026-07-4025,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,34650,346.5,warehouse consumables 2026-07,Nimbus Studio,,HAP-2026-07-4025,HAP-2026-07-4025,historical_ap,volume_opex
JE-HAP-2026-07-4026,2026-07,2026-07-22,2026-07-22,6000-Operating,1000-Cash,13211,132.11,security monitoring hosts 2026-07,Alder Supply,,HAP-2026-07-4026,HAP-2026-07-4026,historical_ap,volume_opex
JE-HAP-2026-07-4027,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,360022,3600.22,premium support 2026-07,Timber Partners,,HAP-2026-07-4027,HAP-2026-07-4027,historical_ap,volume_opex
JE-HAP-2026-07-4028,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,15433,154.33,warehouse consumables 2026-07,Ginkgo Studio,,HAP-2026-07-4028,HAP-2026-07-4028,historical_ap,volume_opex
JE-HAP-2026-07-4029,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,7244,72.44,security monitoring hosts 2026-07,Teak Supply,,HAP-2026-07-4029,HAP-2026-07-4029,historical_ap,volume_opex
JE-HAP-2026-07-4030,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,12055,120.55,usage overage block 2026-07,Harbor Components,,HAP-2026-07-4030,HAP-2026-07-4030,historical_ap,volume_opex
JE-HAP-2026-07-4031,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,1800066,18000.66,premium support 2026-07,Timber Systems,,HAP-2026-07-4031,HAP-2026-07-4031,historical_ap,volume_opex
JE-HAP-2026-07-4032,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,3927,39.27,warehouse consumables 2026-07,Ginkgo Partners,,HAP-2026-07-4032,HAP-2026-07-4032,historical_ap,volume_opex
JE-HAP-2026-07-4033,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,3688,36.88,security monitoring hosts 2026-07,Teak Studio,,HAP-2026-07-4033,HAP-2026-07-4033,historical_ap,volume_opex
JE-HAP-2026-07-4034,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,7599,75.99,usage overage block 2026-07,Harbor Supply,,HAP-2026-07-4034,HAP-2026-07-4034,historical_ap,volume_opex
JE-HAP-2026-07-4035,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,1260110,12601.1,premium support 2026-07,Timber Components,,HAP-2026-07-4035,HAP-2026-07-4035,historical_ap,volume_opex
JE-HAP-2026-07-4036,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,34771,347.71,warehouse consumables 2026-07,Ginkgo Systems,,HAP-2026-07-4036,HAP-2026-07-4036,historical_ap,volume_opex
JE-HAP-2026-07-4037,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,13332,133.32,security monitoring hosts 2026-07,Teak Partners,,HAP-2026-07-4037,HAP-2026-07-4037,historical_ap,volume_opex
JE-HAP-2026-07-4038,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,3143,31.43,usage overage block 2026-07,Harbor Studio,,HAP-2026-07-4038,HAP-2026-07-4038,historical_ap,volume_opex
JE-HAP-2026-07-4039,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,720154,7201.54,premium support 2026-07,Timber Supply,,HAP-2026-07-4039,HAP-2026-07-4039,historical_ap,volume_opex
JE-HAP-2026-07-4040,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,23265,232.65,warehouse consumables 2026-07,Ginkgo Components,,HAP-2026-07-4040,HAP-2026-07-4040,historical_ap,volume_opex
JE-HAP-2026-07-4041,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,9776,97.76,security monitoring hosts 2026-07,Teak Systems,,HAP-2026-07-4041,HAP-2026-07-4041,historical_ap,volume_opex
JE-HAP-2026-07-4042,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,15187,151.87,usage overage block 2026-07,Harbor Partners,,HAP-2026-07-4042,HAP-2026-07-4042,historical_ap,volume_opex
JE-HAP-2026-07-4043,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,180198,1801.98,premium support 2026-07,Timber Studio,,HAP-2026-07-4043,HAP-2026-07-4043,historical_ap,volume_opex
JE-HAP-2026-07-4044,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,11759,117.59,warehouse consumables 2026-07,Ginkgo Supply,,HAP-2026-07-4044,HAP-2026-07-4044,historical_ap,volume_opex
JE-HAP-2026-07-4045,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,6220,62.2,security monitoring hosts 2026-07,Teak Components,,HAP-2026-07-4045,HAP-2026-07-4045,historical_ap,volume_opex
JE-HAP-2026-07-4046,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,10731,107.31,usage overage block 2026-07,Harbor Systems,,HAP-2026-07-4046,HAP-2026-07-4046,historical_ap,volume_opex
JE-HAP-2026-07-4047,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,1620242,16202.42,premium support 2026-07,Timber Partners,,HAP-2026-07-4047,HAP-2026-07-4047,historical_ap,volume_opex
JE-HAP-2026-07-4048,2026-07,2026-07-23,2026-07-23,6000-Operating,1000-Cash,42350,423.5,warehouse consumables 2026-07,Ginkgo Studio,,HAP-2026-07-4048,HAP-2026-07-4048,historical_ap,volume_opex
JE-HAP-2026-07-4049,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,3011,30.11,usage overage block 2026-07,Alder Systems,,HAP-2026-07-4049,HAP-2026-07-4049,historical_ap,volume_opex
JE-HAP-2026-07-4050,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,720022,7200.22,premium support 2026-07,Northwood Partners,,HAP-2026-07-4050,HAP-2026-07-4050,historical_ap,volume_opex
JE-HAP-2026-07-4051,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,23133,231.33,warehouse consumables 2026-07,Beacon Studio,,HAP-2026-07-4051,HAP-2026-07-4051,historical_ap,volume_opex
JE-HAP-2026-07-4052,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,9644,96.44,security monitoring hosts 2026-07,Nimbus Supply,,HAP-2026-07-4052,HAP-2026-07-4052,historical_ap,volume_opex
JE-HAP-2026-07-4053,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,15055,150.55,usage overage block 2026-07,Alder Components,,HAP-2026-07-4053,HAP-2026-07-4053,historical_ap,volume_opex
JE-HAP-2026-07-4054,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,180066,1800.66,premium support 2026-07,Northwood Systems,,HAP-2026-07-4054,HAP-2026-07-4054,historical_ap,volume_opex
JE-HAP-2026-07-4055,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,11627,116.27,warehouse consumables 2026-07,Beacon Partners,,HAP-2026-07-4055,HAP-2026-07-4055,historical_ap,volume_opex
JE-HAP-2026-07-4056,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,6088,60.88,security monitoring hosts 2026-07,Nimbus Studio,,HAP-2026-07-4056,HAP-2026-07-4056,historical_ap,volume_opex
JE-HAP-2026-07-4057,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,10599,105.99,usage overage block 2026-07,Alder Supply,,HAP-2026-07-4057,HAP-2026-07-4057,historical_ap,volume_opex
JE-HAP-2026-07-4058,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,1620110,16201.1,premium support 2026-07,Northwood Components,,HAP-2026-07-4058,HAP-2026-07-4058,historical_ap,volume_opex
JE-HAP-2026-07-4059,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,42471,424.71,warehouse consumables 2026-07,Beacon Systems,,HAP-2026-07-4059,HAP-2026-07-4059,historical_ap,volume_opex
JE-HAP-2026-07-4060,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,2532,25.32,security monitoring hosts 2026-07,Nimbus Partners,,HAP-2026-07-4060,HAP-2026-07-4060,historical_ap,volume_opex
JE-HAP-2026-07-4061,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,6143,61.43,usage overage block 2026-07,Alder Studio,,HAP-2026-07-4061,HAP-2026-07-4061,historical_ap,volume_opex
JE-HAP-2026-07-4062,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,1080154,10801.54,premium support 2026-07,Northwood Supply,,HAP-2026-07-4062,HAP-2026-07-4062,historical_ap,volume_opex
JE-HAP-2026-07-4063,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,30965,309.65,warehouse consumables 2026-07,Beacon Components,,HAP-2026-07-4063,HAP-2026-07-4063,historical_ap,volume_opex
JE-HAP-2026-07-4064,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,12176,121.76,security monitoring hosts 2026-07,Nimbus Systems,,HAP-2026-07-4064,HAP-2026-07-4064,historical_ap,volume_opex
JE-HAP-2026-07-4065,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,1687,16.87,usage overage block 2026-07,Alder Partners,,HAP-2026-07-4065,HAP-2026-07-4065,historical_ap,volume_opex
JE-HAP-2026-07-4066,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,540198,5401.98,premium support 2026-07,Northwood Studio,,HAP-2026-07-4066,HAP-2026-07-4066,historical_ap,volume_opex
JE-HAP-2026-07-4067,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,19459,194.59,warehouse consumables 2026-07,Beacon Supply,,HAP-2026-07-4067,HAP-2026-07-4067,historical_ap,volume_opex
JE-HAP-2026-07-4068,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,8620,86.2,security monitoring hosts 2026-07,Nimbus Components,,HAP-2026-07-4068,HAP-2026-07-4068,historical_ap,volume_opex
JE-HAP-2026-07-4069,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,13731,137.31,usage overage block 2026-07,Alder Systems,,HAP-2026-07-4069,HAP-2026-07-4069,historical_ap,volume_opex
JE-HAP-2026-07-4070,2026-07,2026-07-24,2026-07-24,6000-Operating,1000-Cash,1980242,19802.42,premium support 2026-07,Northwood Partners,,HAP-2026-07-4070,HAP-2026-07-4070,historical_ap,volume_opex
JE-HAP-2026-07-4071,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,2400,24.0,security monitoring hosts 2026-07,Ginkgo Components,,HAP-2026-07-4071,HAP-2026-07-4071,historical_ap,volume_opex
JE-HAP-2026-07-4072,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,6011,60.11,usage overage block 2026-07,Teak Systems,,HAP-2026-07-4072,HAP-2026-07-4072,historical_ap,volume_opex
JE-HAP-2026-07-4073,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,1080022,10800.22,premium support 2026-07,Harbor Partners,,HAP-2026-07-4073,HAP-2026-07-4073,historical_ap,volume_opex
JE-HAP-2026-07-4074,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,30833,308.33,warehouse consumables 2026-07,Timber Studio,,HAP-2026-07-4074,HAP-2026-07-4074,historical_ap,volume_opex
JE-HAP-2026-07-4075,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,12044,120.44,security monitoring hosts 2026-07,Ginkgo Supply,,HAP-2026-07-4075,HAP-2026-07-4075,historical_ap,volume_opex
JE-HAP-2026-07-4076,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,1555,15.55,usage overage block 2026-07,Teak Components,,HAP-2026-07-4076,HAP-2026-07-4076,historical_ap,volume_opex
JE-HAP-2026-07-4077,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,540066,5400.66,premium support 2026-07,Harbor Systems,,HAP-2026-07-4077,HAP-2026-07-4077,historical_ap,volume_opex
JE-HAP-2026-07-4078,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,19327,193.27,warehouse consumables 2026-07,Timber Partners,,HAP-2026-07-4078,HAP-2026-07-4078,historical_ap,volume_opex
JE-HAP-2026-07-4079,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,8488,84.88,security monitoring hosts 2026-07,Ginkgo Studio,,HAP-2026-07-4079,HAP-2026-07-4079,historical_ap,volume_opex
JE-HAP-2026-07-4080,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,13599,135.99,usage overage block 2026-07,Teak Supply,,HAP-2026-07-4080,HAP-2026-07-4080,historical_ap,volume_opex
JE-HAP-2026-07-4081,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,1980110,19801.1,premium support 2026-07,Harbor Components,,HAP-2026-07-4081,HAP-2026-07-4081,historical_ap,volume_opex
JE-HAP-2026-07-4082,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,7821,78.21,warehouse consumables 2026-07,Timber Systems,,HAP-2026-07-4082,HAP-2026-07-4082,historical_ap,volume_opex
JE-HAP-2026-07-4083,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,4932,49.32,security monitoring hosts 2026-07,Ginkgo Partners,,HAP-2026-07-4083,HAP-2026-07-4083,historical_ap,volume_opex
JE-HAP-2026-07-4084,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,9143,91.43,usage overage block 2026-07,Teak Studio,,HAP-2026-07-4084,HAP-2026-07-4084,historical_ap,volume_opex
JE-HAP-2026-07-4085,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,1440154,14401.54,premium support 2026-07,Harbor Supply,,HAP-2026-07-4085,HAP-2026-07-4085,historical_ap,volume_opex
JE-HAP-2026-07-4086,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,38665,386.65,warehouse consumables 2026-07,Timber Components,,HAP-2026-07-4086,HAP-2026-07-4086,historical_ap,volume_opex
JE-HAP-2026-07-4087,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,1376,13.76,security monitoring hosts 2026-07,Ginkgo Systems,,HAP-2026-07-4087,HAP-2026-07-4087,historical_ap,volume_opex
JE-HAP-2026-07-4088,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,4687,46.87,usage overage block 2026-07,Teak Partners,,HAP-2026-07-4088,HAP-2026-07-4088,historical_ap,volume_opex
JE-HAP-2026-07-4089,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,900198,9001.98,premium support 2026-07,Harbor Studio,,HAP-2026-07-4089,HAP-2026-07-4089,historical_ap,volume_opex
JE-HAP-2026-07-4090,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,27159,271.59,warehouse consumables 2026-07,Timber Supply,,HAP-2026-07-4090,HAP-2026-07-4090,historical_ap,volume_opex
JE-HAP-2026-07-4091,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,11020,110.2,security monitoring hosts 2026-07,Ginkgo Components,,HAP-2026-07-4091,HAP-2026-07-4091,historical_ap,volume_opex
JE-HAP-2026-07-4092,2026-07,2026-07-25,2026-07-25,6000-Operating,1000-Cash,16731,167.31,usage overage block 2026-07,Teak Systems,,HAP-2026-07-4092,HAP-2026-07-4092,historical_ap,volume_opex
JE-HAP-2026-07-4093,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,7942,79.42,warehouse consumables 2026-07,Northwood Supply,,HAP-2026-07-4093,HAP-2026-07-4093,historical_ap,volume_opex
JE-HAP-2026-07-4094,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,4800,48.0,security monitoring hosts 2026-07,Beacon Components,,HAP-2026-07-4094,HAP-2026-07-4094,historical_ap,volume_opex
JE-HAP-2026-07-4095,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,9011,90.11,usage overage block 2026-07,Nimbus Systems,,HAP-2026-07-4095,HAP-2026-07-4095,historical_ap,volume_opex
JE-HAP-2026-07-4096,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,1440022,14400.22,premium support 2026-07,Alder Partners,,HAP-2026-07-4096,HAP-2026-07-4096,historical_ap,volume_opex
JE-HAP-2026-07-4097,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,38533,385.33,warehouse consumables 2026-07,Northwood Studio,,HAP-2026-07-4097,HAP-2026-07-4097,historical_ap,volume_opex
JE-HAP-2026-07-4098,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,1244,12.44,security monitoring hosts 2026-07,Beacon Supply,,HAP-2026-07-4098,HAP-2026-07-4098,historical_ap,volume_opex
JE-HAP-2026-07-4099,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,4555,45.55,usage overage block 2026-07,Nimbus Components,,HAP-2026-07-4099,HAP-2026-07-4099,historical_ap,volume_opex
JE-HAP-2026-07-4100,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,900066,9000.66,premium support 2026-07,Alder Systems,,HAP-2026-07-4100,HAP-2026-07-4100,historical_ap,volume_opex
JE-HAP-2026-07-4101,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,27027,270.27,warehouse consumables 2026-07,Northwood Partners,,HAP-2026-07-4101,HAP-2026-07-4101,historical_ap,volume_opex
JE-HAP-2026-07-4102,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,10888,108.88,security monitoring hosts 2026-07,Amazon Web Services,,HAP-2026-07-4102,HAP-2026-07-4102,historical_ap,volume_opex
JE-HAP-2026-07-4103,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,16599,165.99,usage overage block 2026-07,Datadog,,HAP-2026-07-4103,HAP-2026-07-4103,historical_ap,volume_opex
JE-HAP-2026-07-4104,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,360110,3601.1,premium support 2026-07,Hartford Insurance,,HAP-2026-07-4104,HAP-2026-07-4104,historical_ap,volume_opex
JE-HAP-2026-07-4105,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,15521,155.21,warehouse consumables 2026-07,Harbor Electric,,HAP-2026-07-4105,HAP-2026-07-4105,historical_ap,volume_opex
JE-HAP-2026-07-4106,2026-07,2026-07-26,2026-07-26,6000-Operating,1000-Cash,7332,73.32,security monitoring hosts 2026-07,Freightline Logistics,,HAP-2026-07-4106,HAP-2026-07-4106,historical_ap,volume_opex
